Job Title,Job Description,Models,Temperatures
AI Engineer (Co-op),"Position: AI Engineer (Co-op); Company: League; Join our team and gain hands-on experience building intelligent systems and scalable machine learning infrastructure. You’ll learn the fundamentals of AI model development, deployment, and monitoring — while contributing to real-world projects that bring machine learning to life at League. This co-op is your chance to develop a strong foundation in a rapidly evolving field at the intersection of data, software, and intelligence.

What You’ll Work On

You’ll collaborate with our AI and data teams to:

    Design, build, and optimize machine learning pipelines for training and inference
    Work with large-scale datasets to improve data quality, feature engineering, and model performance
    Experiment with LLMs (Large Language Models), NLP, and other applied AI techniques
    Contribute to deploying AI services in production with monitoring, scalability, and reliability in mind
    Support model evaluation, fine-tuning, and documentation for AI-powered systems

Security-related Responsibilities

    Compliance with Information Security Policies
    Compliance with League’s secure coding practice
    Responsibility and accountability for executing League's policies and procedures
    Notification of HR, Legal, Compliance & Security of any incidents, breaches or policy violations

Technologies You’ll Learn and Use

Some of the technologies and tools we work with include:

    Languages & Frameworks: Python, SQL, PyTorch, TensorFlow, scikit-learn
    Cloud & Infrastructure: GCP (Vertex AI, BigQuery), Airflow, Terraform
    Monitoring & Visualization: Looker, Weights & Biases, MLflow

Your Experience So Far Might Include

    Exposure to AI, data science, or machine learning projects
    Hands-on software development experience (Python preferred)
    Familiarity with cloud-based data or ML platforms
    Previous engineering co-op or internship experience

",llama3:8b,0.1
AI Engineer - Generative & Agentic AI,"Position: AI Engineer - Generative & Agentic AI; Company: BDO Canada; We are seeking an experienced AI Engineer with a strong foundation in software engineering and a proven track record of building Generative and Agentic AI solutions. This role is ideal for someone who thrives at the intersection of software development, applied AI research, and practical solution design. You will be responsible for designing, implementing, and deploying production-grade AI systems that leverage the latest in large language models (LLMs), orchestration frameworks, and agentic architectures.

Key Responsibilities

    Design & Development
        Build scalable and robust AI-driven applications using LLMs and agentic frameworks.
        Implement vector database solutions to enable semantic search, RAG (retrieval augmented generation), and knowledge management.
        Develop orchestration pipelines with frameworks like LangChain, Semantic Kernel, AutoGen, or emerging agentic frameworks such as Agno and Parlant.
    Automation & Integration
        Integrate workflow automation platforms (n8n, dify.ai Power Automate, etc.) with AI systems to deliver end-to-end business solutions.
        Ensure seamless integration with existing enterprise software ecosystems and APIs.
    Quality & Evaluation
        Apply or contribute to LLM evaluation methodologies, leveraging platforms like Arize, DeepEval, or IBM WatsonX for model benchmarking, monitoring, and continuous improvement.
        Establish best practices for testing, performance tuning, and evaluation of agentic/LLM-based workflows.
    Collaboration & Delivery
        Work closely with cross-functional teams including data scientists, software engineers, and product owners.
        Translate business requirements into technical designs and deliver working AI-powered applications in production environments.

Required Skills & Qualifications

    Strong background in software engineering (e.g., system design, distributed systems, APIs, CI/CD).
    Proven experience in building Generative AI and/or agentic systems.
    Hands-on expertise with:
        LLMs and model fine-tuning or integration.
        Vector databases (e.g., Pinecone, Weaviate, Milvus, FAISS, etc.).
        LLM orchestration frameworks (LangChain, Semantic Kernel, AutoGen, etc.).
        Agentic frameworks (Pydantic AI, Agno, Parlant, or similar).
    Proficiency in at least one major programming language such as Python or .NET (strong engineering fundamentals matter more than specific syntax).
    Hands-on experience architecting, deploying, and operating cloud-native solutions on one or more major hyperscale platforms (Azure, AWS, or GCP)
    Experience with workflow automation tools like n8n, dify.ai, Power Automate, or similar platforms.

Nice-to-Have Skills

    Familiarity with LLM evaluation frameworks (Arize, DeepEval, IBM WatsonX).
    Contributions to open-source AI frameworks or communities.
    Experience in MLOps, monitoring, and model deployment pipelines.


Who You Are

    A problem-solver with strong engineering rigor and curiosity for cutting-edge AI.
    Comfortable moving between architecture, coding, and deployment.
    Passionate about transforming abstract business needs into intelligent, production-ready systems.


",llama3:8b,0.1
Technical Intern,"Position: Technical Intern; Company: SS&C Technologies; Job Description

Job Title: Intern - Technical

Location(s): Toronto

Get To Know The Team:

SS&C is leading the way. We continue to look for today’s and tomorrow’s brightest talent, those that embody a spirit to improve not only their lives, but those around them. From college students to seasoned and experienced professionals, we encourage you to reach out and apply to our welcoming and inclusive environment.

SS&C prides itself on hiring diverse, honest, dynamic individuals, who value collaboration, accountability, integrity, and innovation to name a few. We are a fast-paced environment, who promote flexibility, authenticity and offer a hybrid working model to ensure employees can manage their day and meet both work and personal commitments.

Why You Will Love It Here! 

    Flexibility: Hybrid Work Model & a Business Casual Dress Code, including jeans
    Your Future: RRSP Matching Program, Professional Development Reimbursement
    Work/Life Balance: Flexible Personal/Vacation Time Off, Sick Leave, Paid Holidays
    Your Wellbeing: Medical, Dental, Vision, Employee Assistance Program, Parental Leave
    Diversity & Inclusion: Committed to Welcoming, Celebrating and Thriving on Diversity
    Training: Hands-On, Team-Customized, including SS&C Learning Institute
    Extra Perks: Discounts on fitness clubs, travel and more!

What You Will Get To Do: 

    You will work on real projects on our production system as part of our standard scrum team. All interns will have the opportunity to write and test software in a web application framework, while partnering with a group of experienced software engineers who help and challenge them they work on projects that matter to our customers. Work with a product owner within an agile team to define, develop, and estimate user stories and epics.

What You Will Bring:

    Front End: Angular, VueJS, HTML5, CSS3, JavaScript, TypeScript, Bootstrap, ExtJS, Node JS
    Front End Testing: Jasmine, Karma, PostMan 
    Backend: Java, Spring, SpringBoot, RESTapi, Nodejs, SQL, MongoDB, Postgres
    Backend testing: Junit, PowerMock

",llama3:8b,0.1
Application Support Developer (C/C++),"Position: Application Support Developer (C/C++); Company: CGI; We are seeking a skilled and proactive Application Support Developer with strong expertise in C/C++ and SQL to join our team. This role combines development and support responsibilities, requiring the candidate to handle support tasks. The ideal candidate will be comfortable working in a hybrid environment and possess a solid understanding of application support.

Your future duties and responsibilities

     Provide application support for critical systems.
     Develop and maintain applications using C/C++, ensuring high performance and reliability.
     Troubleshoot and resolve technical issues across development and production environments.
     Collaborate with cross-functional teams to ensure smooth deployment and support of applications.
     Write and optimize SQL queries for data retrieval and manipulation.
     Participate in Agile ceremonies and contribute to sprint planning and execution.
     Document support procedures, technical specifications, and system configurations.
     Engage in root cause analysis and implement preventive measures for recurring issues.
     Support integration and maintenance of systems such as TANGO, BASE24 EPS/Classic, and Connex (if applicable).
     Coordinate with stakeholders during client-facing activities, including in-person interviews and meetings.

Required Qualifications To Be Successful In This Role

     Strong hands-on experience with C/C++ and SQL.
     Familiarity with XML and GoLang (nice to have).
     Exposure to Azure and Azure DevOps (preferred but not mandatory).
     Experience working in an Agile SDLC environment.
     Knowledge of VISA/MC Card Networks is a plus.
     Excellent problem-solving and communication skills.
     Ability to work independently and manage multiple priorities.

",llama3:8b,0.1
Software Development Engineer - Database Development ,"Position: Software Development Engineer - Database Development; Company: AMD; AMD is looking for an influential software engineer who is passionate about improving the performance of key applications and benchmarks. You will be a member of a core team of incredibly talented industry specialists and will work with the very latest hardware and software technology.

The Person

We are seeking a highly skilled Software Development Engineer with strong expertise in database design and optimization. This role is critical for building robust, scalable, and high-performance data solutions that power our applications. The ideal candidate will design efficient database schemas, optimize for memory and performance, and define API interfaces to enable seamless data access.

Key Responsibilities

    Work closely with Profiling tools teams and Product Management to define the tools requirement
    Collaborate with 3rd Party Open-Source for development
    Design normalized and optimized database schemas for new and existing applications. 
    Implement indexing, partitioning, and caching strategies to ensure efficient data retrieval
    Conduct profiling and tuning of queries, stored procedures, and database configurations. 
    Optimize database systems for low latency, high throughput, and minimal memory footprint.
    Define and implement APIs for secure and efficient database access.
    Implement robust data validation, backup, and recovery strategies. 
    Ensure compliance with security standards and best practices for data protection.
    Work closely with software engineers, architects, and product teams to align database solutions with business requirements. 
    Maintain comprehensive documentation for database structures, APIs, and operational procedures.
    This is an hybrid role as the hiring team will require the candidate to work for 3 days in the Markham office.


Preferred Experience

    Advanced C++ knowledge.
    Software development with a focus on database engineering
    Hands-on experience in designing APIs and integrating them with large-scale applications.
    Experience in custom tools development on Open-Source platforms
    Strong database skills 
    Familiarity with Python
    Familiarity with Linux and Github development environment.


Academic Credentials

    Bachelor’s or Master's degree in Computer Science, Computer Engineering, Electrical Engineering, or equivalent 


",llama3:8b,0.1
Software Development Engineer,"Position: Software Development Engineer; Company: AMD; We are looking for a dynamic, upbeat software engineer to join our growing team. If you have an affinity for computer architecture, thrive in a team environment and strive to improve everything around you, we offer the opportunity to bring up new APUs and GPUs years before they hit the market, implement support for the latest OS versions, and work on cutting edge display technologies.

The Person

The ideal candidate possesses an innovative and problem-solving mindset, has a keen eye for Software engineering development, and is diligent and passionate about Technology.

    Is a proven C++ programmer and problem-solver
    Is a great communicator and collaborator
    Understands Object-Oriented design
    Can surmount the steepest learning curves


Key Responsibilities

    Validate new SW features before releasing them to customers 
    Contribute to a high-functioning feature team 
    Development of Windows Kernel Mode Driver (KMD) support for future APU and dGPUs
    System level development, and debug of hardware & software features
    Development of tools, techniques and processes that aid in KMD debug & development on APU-based systems
    Collaborating with HW/SW/FW developers in other teams to drive complex cross-domain issues to resolution


Preferred Experience

    Very large code base
    Kernel debugging and driver development
    Hardware programming and bringup
    Operating systems and computer architecture
    Some working knowledge of Windows OS
    System-level design & debug on APU-based systems
    Good knowledge and hands-on experience in C, C++ 
    Good analytical and problem-solving skills 


Academic Credentials

    Bachelor’s or Master’s degree in Computer/Software Engineering, Computer Science, or related technical discipline 


",llama3:8b,0.1
AI Engineer Consultant,"Position: AI Engineer Consultant; Company: Avanade; Avanade’s AI Engineer role is responsible for developing scalable AI solutions aligned to a business strategy and benefits case. The role will be to work as part of a team to impact real world problems by delivering technical AI work. To be successful in this role you will need to be passionate about Data & AI, a continuous learner, and a strong team player.As an AI Engineer, you will be based in Avanade’s AI Studio and will help clients understand and extract insight and value from their data using Machine Learning and AI techniques. Working as part of a team, you will be involved in all phases of analytics projects including question formulation, design, research and development, implementation, and testing. This role will explore and understand data and build advanced solutions that could be predictive, prescriptive, or optimize.Key responsabilities:Customer onboarding, nominations, and vetting processes Proof of Concept design, lab scheduling, and monitoring of overall governance of AI Studio Provide Studio tours, manage demo showcase, and process improvements Conduct customer satisfaction surveys and share key learnings, run customer engagement reports and project retrospective reports as well as provide Studio summary for customer & logging product bugs with engineering team Produce innovative solutions for Avanade`s clients driven by exploratory data analysis from complex and high-dimensional datasets, both structured and unstructured, applying advanced statistical, machine-learning and AI techniques. Use a flexible, analytical approach to design, develop, and evaluate predictive models and advanced algorithms that lead to optimal value extraction from the data. Communicate insights and deliver plans that steer business strategy and decision-making for one or more business segments.",llama3:8b,0.1
Software Engineer,"Position: Software Engineer; Company: Scotiabank; We are looking for an enthusiastic individual to innovate and collaborate on the value-driven goals in delivering customer value. You will engage in a fast-paced and stimulating environment, with opportunities to build new relationships and learn how you can make an impact in the competitive, trillion-dollar, Payments industry. You will be exposed to a wide range of businesses both internally and externally, then leveraging Scotiabank’s strong technology base, build and develop on strategic, forward-looking infrastructure.

Is this role right for you

    Be at the forefront of technology and enable your team to be a highly functioning technology power house that enables transformation.
    Advanced knowledge in multiple system/application areas of increasing complexity
    Working knowledge of an entire application/system; Engineers software solutions that meet the needs of stakeholders while focusing on continually reducing technical debt
    Can accomplish more complex goals independently
    Identifies and manages risks versus opportunities and articulates impact towards deliverables
    Actively participates in customer discovery and solution discovery sessions
    Participates in merging, integrating, versioning, and promoting code through environments and version control
    Triaging and problem-solving production incidents to restore services with follow up on root cause and restore efforts
    Collaborates to provide estimation and break down of work to enable small and frequent releases to production
    Proactively provide guidance and recommendation for the software design
    Actively participates in knowledge exchange forums (i.e. Engineering Communities of Practice, Industry Forums, Open Source Communities, Universities, etc.)
    Consistently demonstrates behaviours aligned with the organizations valued mindsets
    Embrace and initiate change for continuous improvement

Do you have the skills that will enable you to succeed in this role

    Desire for innovation and drive for innovation through problem solving, leveraging resourcefulness as a key skill; have a learning mindset while intrinsically motivated to learning new tools and techniques
    Technical understanding – as a standard Software Engineer there will be expectations that you are able to lead technical discussions, challenge design and strategy
    Working experience with IBM tools (Websphere, ACE, IIB, RSA, MQ, DB2) 
    Familiar with languages, frameworks, and databases (such as Java/Spring, XML, ESQL, Node.js/Express.js, Python, MySQL, PostgreSQL, MongoDB, DB2)
    Use of analytics to enable day-to-day conversations and decision making
    Good to have experience and/or certifications with Google Cloud, AWS, Azure, or other cloud-based development stacks
    Good to have experience with containerization and orchestration (such as Docker, Kubernetes) and DevOp tools (such as Bitbucket, Git, Ansible, Jenkins)
    Leveraging Google based AI tools, experience with GitHub Copilot

",llama3:8b,0.1
Associate Software Engineer,"Position: Associate Software Engineer; Company: Veeva Systems; We are hiring recent university graduates to grow the next generation of Software Engineers through our Engineering Development Program.

We believe in pushing high potential people to achieve excellence. Our program is specifically designed to provide a challenging environment to learn quickly and deliver value early, equipping you with the resources to become an excellent engineer.

REQUIREMENTS | We are looking for graduates who meet the following requirements:

    Bachelor’s degree in computer science or related field from an accredited 4 year university with a 3.0 to 4.0 GPA
    Must have taken relevant C.S. classes, including at least one Compilers or Operating Systems class. The Fundamentals are important at Veeva
    High work ethic. Veeva is a hard-working company
    High integrity and honesty. Veeva is a PBC and a “do the right thing” company. We expect that from all employees
    Excellent verbal and written English communication skills. Engineering is not all about the code, it’s also about communication
    0-2 years of professional software experience. We have other jobs for more experienced hires, but EDP is designed for those just getting going in their careers
    Ability and desire to work in office 4 days/week for your first two years. After 2 years, you will have the flexibility to Work Anywhere

OUR TECHNOLOGY | We have a variety of different products and codebases, but in general, we use this tech stack:

    System software is Java or Rust
    Application logic is Java, Python, TypeScript
    Front end is JavaScript, React, TypeScript
    Mobile is Swift, Kotlin, React Native

",llama3:8b,0.1
Game Developer (Gacha Role-Playing Games),"Position: Game Developer (Gacha Role-Playing Games); Company: Tier 9 Game Studios; Role Overview: As a Game Developer at Tier 9 Game Studios, you will play a key role in designing, implementing, and optimizing game mechanics, features, and systems. The nature of your job is highly technical but at times you might assist in other areas of development as well.


Responsibilities:

    Take ownership over assigned work from start to finish.
    Designing and implementing new systems to achieve project goals.
    Learning and working with existing systems.
    Ensuring that code meets quality and performance standards for release.
    Identifying and addressing issues or areas of improvement proactively
    Supporting and helping teammates when necessary.


Qualifications:

    Bachelor's degree in Computer Science, Software Engineering or equivalent.
    Proficiency in C# and/or Java with a commitment to software engineering principles and code quality. OOP expertise is a must and ECS experience is a bonus, as part of our new game is built with this architecture pattern!
    Past experience as a player of online role-playing games (AFK Arena, Path of Exile, Maplestory, Runescape, World of Warcraft, etc.)
    Experience in Unity or other similar game engine.
    Ability to rapidly prototype and polish to high standards.
    Great communication, organizational, and time management skills.
    Strong debugging, optimization, and testing skills.
    Proactive and independently motivated.
    Time flexibility for fixing urgent issues in production, although we try to avoid this where possible.
    Positive attitude and passion for creating great mobile games!",llama3:8b,0.1
Software Engineer I,"Position: Software Engineer I; Company: Okta; Okta is seeking a highly technical Software Engineer to join a team of engineers working on Okta’s on-premises agents . These products provide multi-factor authentication (MFA) for third-party agents, adding an additional level of security to our customers’ systems. Okta’s agents are an important complement to the overall product offering and are leveraged by some of Okta’s most important partners. They are strategic products that not only stand on their own as a valuable component of our customers’ infrastructure, but also unlock ongoing value for our customers by enabling use of other aspects of Okta’s ecosystem.

What You’ll Be Doing

    Design and develop software components and unit/functional tests utilizing Java/C#/C/C++
    Review software design and peers' code
    Interface with QA, Product Management, Technical Support, Documentation, and UX
    Contribute to security compliance by addressing vulnerabilities in the platform and helping to identify areas for future improvement
    Lead the effort to diagnose and troubleshoot customer escalations

What You’ll Bring To The Role

    2+ years programming experience with Java and C#
    2+ years experience using and developing on the Windows platform, Linux development experience is a strong plus
    Strong understanding of Computer Science fundamentals and concepts involving Data Structures and Algorithms
    Enthusiastic learner and ability to context switch between development platforms
    Experience working in an Agile software development teams leveraging continuous integration and deployment practices
    Bachelor’s degree in Computer Science or equivalent experience

And extra credit if you have experience in any of the following! 

    Experience with AD, ADFS

",llama3:8b,0.1
Software Developer,"Position: Software Developer; Company: Rockwell Automation;  We are looking for a Software Developer to join one of our micro-service development teams. This is an excellent opportunity for an early-career developer who is willing to participate in professional development activities to stay current on industry knowledge and grow within a collaborative engineering environment. You'll work with senior developers in your team to design micro-services that power our CMMS platform. You enjoy learning new technologies, researching solutions, and valuing mentorship and feedback as part of your growth journey. You will report to Manager of Software Engineering. For the right candidate, this role can be worked remotely from any location in Canada.

Your Responsibilities

    Contribute to the development and maintenance of scalable micro-services.
    Collaborate with senior developers and teammates on design discussions, code reviews, and deployment processes.
    Write clean, maintainable, and testable code under guidance from senior team members.
    Perform independent research to understand new tools, frameworks, and patterns.
    Participate in daily stand-ups, sprint planning, and retrospectives.
    Help integrate micro-services with frontend applications and other backend systems.
    Support testing, debugging, and troubleshooting of services in development and production.

The Essentials - You Will Have

    Bachelor's Degree or Equivalent Years of Relevant Work Experience.
    Legal authorization to work in the Canada is required. We will not sponsor individuals for employment visas, now or in the future, for this job opening.

The Preferred - You Might Also Have

    1+ years experience with Java, C#, or another general-purpose programming language.
    Understanding of object-oriented programming and RESTful API principles.
    Basic familiarity with version control systems (e.g., Git).
    Exposure to AWS services (Lambda, ECS, S3, etc.).
    Understanding of Infrastructure as Code (IaC) concepts using tools like Terraform.
    Familiarity with Angular and TypeScript.
    Experience working in an Agile or DevOps environment.
",llama3:8b,0.1
Junior Software Engineer,"Position: Junior Software Engineer; Company: FDM Group; About this role


We welcome all candidates from all degree backgrounds, no STEM experience required. Show us your passion for tech and we’ll show you the skills for success on your career journey.


You’ll join FDM as a Consultant within our Software Engineering Practice, where you’ll start your journey developing key skills in a practice-based learning environment for 6-12 weeks. You will then be able to start delivering projects for our clients across a wide range of industries. Client assignments could provide you with the opportunity to take on the role of Software Engineer, Quality Engineer, Cloud Developer and more. You'll have the chance to develop your career, whether linear or non-linear, as our Skills Lab offers numerous upskilling opportunities to enhance your abilities or explore new areas.


Where ambition meets opportunity


At FDM we find driven people from diverse backgrounds. Dedicated to your continuous growth, we offer a non-linear career journey with our Skills Lab helping guide you to the future you want.

Your skill sets will grow. Clients will value your increased expertise. And your career will thrive exponentially.


About You


What we look for

· Bachelor’s degree

· Ability to code in OOP languages, such as Java or C#.

· Familiarity with cloud platforms (GCP preferred, AWS or Azure also welcome)

· Willingness to learn CI/CD, containerization, and cloud-native development

· Excellent problem-solving and communication skills

· Commitment to work with FDM for a minimum of two years post-training

· Eligibility to work in Canada

Please note all client assignments require hybrid working in client offices in, but not limited to, Toronto and Montreal.",llama3:8b,0.1
Entry-Level Software Engineer,"Position: Entry-Level Software Engineer; Company: DoorDash; About The Role

Our product engineers implement and operate technological solutions to improve the experiences of our merchants, dashers, and consumers. From creating beautiful, user-friendly flows to crafting scalable backend architectures, we strive to deliver reliant, performant technology that delights our customers.

You're excited about this opportunity because you will…

    Develop, maintain and ship technical elements with the support of your mentor, manager, and team members
    Act on feedback, coaching, and mentorship from your mentor and team members
    Actively learn about the elements to which you contribute
    Make a direct impact on our business by collaborating with your team to solve problems for our customers

We're excited about you because you have…

    B.S., M.S. in Computer Science or related disciplines
    At least 2 previous Software Engineering internships or equivalent work experience, with no more than 2 years of full-time work experience
    Experience working with databases (e.g. SQL)
    Solid understanding of algorithms and data structures
    Experience working with at least one object-oriented programming language (e.g. Python, Java, Kotlin, etc.)
    Experience writing clean code, working with version control, and unit testing

Nice to Haves:

    Able to analyze and improve efficiency, scalability, and stability of various systems
    Excited to develop, release, and run large-scale web applications
    Experience with solutions for systems monitoring, live deployments, and continuous integration
    Experience with real-time technology problems
    Experience working with service oriented architecture, writing APIs, and designing systems

",llama3:8b,0.1
Entry Level Software Engineer,"Position: Entry Level Software Engineer; Company: Konrad; About The Role

As an entry level Software Developer you'll be tasked with working on both mobile and web applications. Working within the software development team, your duties will require you to assist in the development of consumer and enterprise applications. This role is ideal for entry level developers who feel confident in their technical ability and want to be a part of the highly-skilled development team at Konrad. Our graduate program includes an exciting digital training and onboarding program during the first 3 months of employment.

This cohort will commence on July 7, 2026.

What You'll Do

    Write maintainable, testable, and performant software in collaboration with our world class team 
    Participate in code review and performing extensive testing to ensure high quality software 
    Research new technology and tools and share those findings with the team
    Communicate clearly and effectively with all members of our team

Qualifications

    Graduated from a Computer Science, Software Engineering, or similar program in a University or College
    Strong command of important programming and computer science concepts
    Ability to understand a web application and how it's built from end-to-end
    Fundamental knowledge of core web principals (HTTP, the DOM, SSL, web servers)
    Fluency with databases (schema design, querying, optimization etc.)
    Great interpersonal skills - we work very closely together as a team and require a lot of communication
    Proactive personality and a desire to deliver your best work.

",llama3:8b,0.1
New Grad Software Engineer,"Position: New Grad Software Engineer; Company: Stripe; Responsibilities

    Work on cross-functional projects, directly collaborating with other engineers
    Give meaningful feedback on code reviews and technical designs
    Ensure that the systems your team operates continue running well and can scale to meet the needs of our users
    Build the skills to own a project from beginning to end, learning project management and technical leadership skills


Who you are

We’re looking for someone who meets the minimum requirements to be considered for the role. If you meet these requirements, you are encouraged to apply. The preferred qualifications are a bonus, not a requirement.

Minimum Requirements

    A Bachelor’s or Master’s degree in computer science or a directly related field, obtained by summer 2026, or equivalent work experience
    Some experience and familiarity with programming, either through side projects or classwork. We work mostly in Java, Ruby, JavaScript, Scala, and Go. We believe new programming languages can be learned if the fundamentals and general knowledge are present
    Experience from either previous internships or working collaboratively on multi-person coding projects (in a university or professional setting)
    Ability to learn unfamiliar systems and form an understanding of those systems, through independent research and working with a mentor and subject matter experts


Preferred Qualifications

    One or more areas of specialized knowledge balanced with general skills and knowledge, such as knowing more frontend technologies and, at a high level, how a service handles an HTTP request
    Experience in code review practices, and an understanding of how to safely update production systems
    Familiarity with navigating and managing work in large code bases


",llama3:8b,0.1
AI Engineer,"Position: AI Engineer; Company: BMO; Join our dynamic API and Integration team, responsible for designing and developing cutting-edge API and integration solutions across diverse domains, including retail payments, financial crimes and AML integrations, cards, and lending. As we establish our AI practice to build AI/ML capabilities across the organization, you will help enhance our API and integration offerings through innovative AI solutions.

Leveraging the AWS technology stack, we build scalable and secure APIs to enable seamless integration between applications and drive innovation. As a junior AI Engineer, you will contribute to developing and deploying AI solutions that seamlessly integrate with our AWS-based technology stack. This is an excellent opportunity for someone with 1+ years of AI/ML exploration looking to build a career in the AI/ML space within a fast-paced, innovation-driven environment.

## Main Responsibilities

     Develop and implement proof-of-concepts (POCs) using Generative AI, RAG (Retrieval Augmented Generation), MCP, and Agentic AI technologies
     Build and deploy AI/ML models and solutions that enhance API and integration capabilities across payment, financial crimes, cards, and lending domains
     Collaborate with senior engineers to package and deploy models into production using AWS services
     Support the development of real-time and batch inference pipelines for API integration scenarios
     Work with cross-functional teams to translate business requirements into AI-powered API solutions
     Assist in creating monitoring and maintenance plans for AI solutions in production environments
     Research and experiment with emerging AI/ML technologies and AWS services to support business use cases
     Contribute to the overall design of AI solutions that meet business and technical requirements
     Support the integration of AI capabilities into existing API infrastructure


## About You

    Required

    Qualifications:
    **
     Bachelor's degree in Computer Science, Engineering, Mathematics, Data Science, or related technical field
     1-3 years of experience in software engineering, AI/ML, or related field
     Basic understanding of AI/ML concepts and technologies with 1+ years of hands-on exploration
     Strong programming experience in Python, NodeJS, and Java
     Good knowledge of AWS cloud services and technologies
     Understanding of API design and integration principles
     Familiarity with Generative AI concepts and applications
    Preferred

    Qualifications:
    **
     Experience with AWS AI/ML services (SageMaker, Bedrock, Lambda, S3, Step Functions)
     Basic understanding of RAG (Retrieval Augmented Generation) implementations
     Familiarity with AI frameworks such as LangChain or similar
     Knowledge of Agentic AI concepts including orchestration and tool use
     AWS certifications are a plus
     Experience with RESTful APIs and microservices architecture
    Skills & Attributes:**
     Strong analytical and problem-solving skills
     Excellent collaboration and communication abilities
     Passion for innovation and learning new technologies
     Ability to work effectively in a fast-paced, agile environment
     Eagerness to research, learn, and share knowledge
     Growth mindset with desire to build expertise in AI/ML space


",llama3:8b,0.1
Junior Java Developer,"Position: Junior Java Developer; Company: Tata Consultancy Services; About TCS:


TCS is an IT services, consulting, and business solutions organization that has been partnering with many of the world’s largest businesses in their transformation journeys for over 55 years. Its consulting-led, cognitive-powered portfolio of business, technology, and engineering services and solutions is delivered through its unique Location Independent Agile™ delivery model, recognized as a benchmark of excellence in software development. A part of the Tata group, India's largest multinational business group, TCS operates in 55 countries and employs over 607,000 highly skilled individuals, including more than 10,000 in Canada. The company generated consolidated revenues of US $ 30 billion in the fiscal year ended March 31, 2025, and is listed on the BSE and the NSE in India. TCS' proactive stance on climate change and award-winning work with communities across the world have earned it a place in leading sustainability indices such as the MSCI Global Sustainability Index and the FTSE4Good Emerging Index.


Skills and Responsibilities:


 • Be a member of the Agile Scrum team to develop enterprise level websites and mobile Analyze user requirements to understand business objectives, system features and functionality 

 • Participate in Design, implement and maintain Java-based applications that can be high-volume and low-latency 

 • Write re-usable and testable code in Java Java EE, JS, HTML, CSS, JavaScript framework, Bootstrap, Angular or React code. 

 • Integration using RESTful web APIs or web services using Angular React Angular React another framework 

 • Basic understanding of SQL and database concepts Troubleshoot problems with existing applications 

 • Develop user manual documentation to help users Transforming requirements into stipulations Prepare and produce releases of software components 

 • Support continuous improvement, investigating alternatives and technologies, and presenting for architectural review Work with QA team to ensure our websites and apps are error free Skillset University 

 • Degree (preferably in Computer Science, Engineering or Information Technology or equivalent experience) 

 • Experience in developing responsive websites and apps using Bootstrap or other framework Advanced knowledge of Java JEE HTML5, JavaScript (ES6), CSS3 and other client-side frameworks RDMS database and SQL 

 • Working experience in Version control tool platforms like GitHub, Git, Jenkins, etc. Experience working in a multi-team and Agile development environment",llama3:8b,0.1
"Engineer I, Artificial Intelligence","Position: Engineer I, Artificial Intelligence; Company: Tucows Domains; About The Opportunity

We’re looking for a passionate Software Engineer specializing in Artificial Intelligence to join our growing team. In this role, you’ll help shape and build innovative AI-powered systems that transform how users interact with domain-related tools and services. You’ll work both with your team of forward-thinking engineers and with colleagues across business functions to prototype, develop, and deploy intelligent solutions using open-source models and modern infrastructure.

This is a hybrid position, requiring 3 days a week in office for collaboration.

What You’ll Do

    Design and build AI-driven features for our domain services platform using Python and Golang.
    Integrate and fine-tune open-source models such as LLaMA 3.2 and similar cutting-edge architectures via tools like Ollama.
    Research, evaluate, and implement emerging AI technologies that align with our vision for smarter, more intuitive products and services.
    Collaborate with internal stakeholders and fellow engineers to rapidly prototype and iterate on machine learning and LLM-based features.
    Contribute to a modern AI development stack, ensuring scalability, performance, and ethical usage of models.
    Actively participate in the open-source ecosystem and bring relevant tools and techniques back to the team.


Key Skills And Experience

    Bachelor degree in software development with strong proficiency in Python; experience with Golang is a plus.
    Solid understanding of modern AI/ML/LLM concepts, particularly around transformer-based architectures and open-source models.
    Hands-on experience with frameworks like Tensorflow, Hugging Face, or similar.
    Experience working with and adapting open-source models (e.g., LLaMA, Mistral, Mixtral, etc.) for production use.
    A working knowledge of neural networks, including their architectures, training methods, and applications.
    A basic understanding of Fuzzy Inference Systems.
    Familiarity with containerization, APIs, and cloud-native tooling.
    A collaborative mindset, strong communication skills, and enthusiasm for innovation. 


",llama3:8b,0.1
